store,item,mean_demand,std_demand,min_demand,max_demand,safety_stock,reorder_point
9,36,81.44797371303396,21.88164374260337,28,156,95.2,665.4
9,37,30.84830230010953,9.392593401977212,6,64,40.9,256.8
9,38,84.6434830230011,23.100197561249377,32,165,100.5,693.0
9,39,46.27437020810515,13.442633885051274,12,97,58.5,382.4
9,40,30.697152245345016,9.340426941392654,9,62,40.6,255.5
9,41,23.191128148959475,7.506939119625289,6,55,32.7,195.0
9,42,38.643483023001096,11.421702664327867,7,81,49.7,320.2
9,43,54.15279299014239,15.341810911947285,15,111,66.8,445.8
9,44,30.968236582694413,9.330232425177504,8,60,40.6,257.4
9,45,85.09364731653888,23.252974313317864,30,161,101.2,696.8
9,46,62.010952902519165,17.15556191518441,19,120,74.7,508.7
9,47,23.00328587075575,7.443374558194393,5,54,32.4,193.4
9,48,53.976998904709745,15.206217797362376,16,106,66.2,444.0
9,49,31.05257393209201,9.61947091936473,5,69,41.9,259.2
9,50,69.30832420591457,18.910393075926923,22,136,82.3,567.5
10,1,24.736035049288063,7.941593949726497,4,54,34.6,207.7
10,2,65.56681270536693,17.670753623329382,26,120,76.9,535.9
10,3,41.113362541073386,12.21962342656768,11,80,53.2,341.0
10,4,24.721248630887185,7.768468601511454,3,55,33.8,206.9
10,5,20.637458926615555,6.746363721088281,4,42,29.4,173.8
10,6,65.61226725082146,17.92754802529398,21,135,78.0,537.3
10,7,65.80777656078861,18.040070005222688,20,129,78.5,539.2
10,8,86.17688937568455,23.332895994055235,27,169,101.5,704.8
10,9,57.886637458926614,16.122910338490772,21,120,70.2,475.4
10,10,82.23220153340635,22.046893317626733,32,156,95.9,671.6
10,11,78.27217962760132,21.43874008163066,26,146,93.3,641.2
10,12,78.05859802847755,21.533468439146052,26,147,93.7,640.1
10,13,94.68455640744796,25.040551270691005,30,181,109.0,771.8
10,14,66.10021905805039,18.184332559566737,22,129,79.1,541.8
10,15,98.99069003285872,25.993917536482535,33,183,113.1,806.1
10,16,28.690032858707557,8.84566478751972,8,59,38.5,239.3
10,17,37.11281489594742,11.01587298430158,11,77,47.9,307.7
10,18,94.71960569550932,24.888160117538227,32,175,108.3,771.3
10,19,45.36473165388828,12.92119610898522,13,91,56.2,373.8
10,20,53.23986856516977,14.90868897277108,19,101,64.9,437.6
10,21,45.23274917853231,13.209960575659505,12,88,57.5,374.1
10,22,90.53121577217962,24.116097286445555,33,164,105.0,738.7
10,23,33.100219058050385,9.977746744078704,8,69,43.4,275.1
10,24,74.31763417305586,20.338259676623476,20,146,88.5,608.7
10,25,90.49507119386638,24.130495179572375,27,166,105.0,738.5
10,26,53.71741511500548,14.91565668536938,19,102,64.9,440.9
10,27,24.701533406352684,7.778943679617702,5,57,33.9,206.8
10,28,98.76615553121576,26.15116381717615,34,187,113.8,805.2
10,29,78.23767798466594,20.75335718350436,22,149,90.3,638.0
10,30,45.53669222343921,13.098364252597165,14,100,57.0,375.8
10,31,65.94906900328587,17.975756328208433,24,135,78.2,539.9
10,32,49.3433734939759,14.058852908628534,17,96,61.2,406.6
10,33,78.36473165388828,21.470248146265018,28,153,93.4,642.0
10,34,28.806133625410737,8.935917099706058,7,59,38.9,240.5
10,35,73.6434830230011,20.268889818932877,24,138,88.2,603.7
10,36,86.62650602409639,23.26449793502978,30,164,101.2,707.6
10,37,32.77601314348302,9.863156553160644,9,69,42.9,272.4
10,38,90.1013143483023,23.92502280207404,31,166,104.1,734.8
10,39,49.40087623220153,14.02507653578177,12,93,61.0,406.8
10,40,32.97809419496166,9.8495288467471,7,67,42.9,273.7
10,41,24.65498357064622,7.837131137443303,6,54,34.1,206.7
10,42,41.22289156626506,12.23774272167601,10,84,53.3,341.8
10,43,57.94249726177437,16.032586033168553,17,121,69.8,475.4
10,44,32.916757940854325,9.7748726567611,6,65,42.5,273.0
10,45,90.69058050383352,24.329137815403847,31,171,105.9,740.7
10,46,66.04654983570646,18.114991041085577,23,125,78.8,541.2
10,47,24.755750273822564,7.924820195777996,6,56,34.5,207.8
10,48,57.814895947426066,15.898538484224654,21,120,69.2,473.9
10,49,33.032311062431546,10.091610340218422,6,69,43.9,275.1
10,50,74.03723986856517,19.937566492372508,24,150,86.8,605.0
